chr19	66048	66345	0	0	1	1	0	28
chr19	191354	195502	2	2	0	3	0	36
chr19	201662	205168	2	2	0	1	13	60
chr19	201813	202039	2	2	0	1	0	21
chr19	201813	203873	2	2	0	0	1	14
chr19	203994	205168	2	2	0	0	1	30
chr19	204065	204842	2	2	0	3	0	57
chr19	204065	205168	2	2	0	3	0	62
chr19	205076	205168	2	2	0	2	13	60
chr19	205227	205453	2	2	0	0	2	51
chr19	205227	208325	2	2	0	0	2	58
chr19	205227	221139	2	2	0	0	1	15
chr19	208391	211760	2	2	0	1	0	14
chr19	209014	209767	2	2	0	0	1	20
chr19	209014	214930	2	2	0	0	1	20
chr19	209014	231582	2	2	0	0	1	20
chr19	211885	221139	2	2	0	1	0	29
chr19	218917	221139	2	2	0	1	0	21
chr19	221205	223965	2	2	0	1	0	65
chr19	221205	229634	2	2	0	1	0	20
chr19	224048	229634	2	2	0	3	0	60
chr19	231315	233475	2	2	0	1	0	13
chr19	233542	234424	2	2	0	7	1	57
chr19	233542	234618	2	2	0	1	0	22
chr19	234641	237934	2	2	0	3	0	56
chr19	281537	282132	2	2	0	8	0	58
chr19	282311	282751	0	0	1	4	0	55
chr19	282809	288018	2	2	0	1	0	16
chr19	282810	287473	0	0	1	1	0	16
chr19	287751	288018	2	2	0	6	0	54
chr19	288172	290951	0	0	1	1	0	38
chr19	288172	291284	0	0	1	7	0	64
chr19	306711	307117	2	2	0	13	0	75
chr19	307537	308576	0	0	1	4	0	74
chr19	308665	308799	2	2	0	12	1	61
chr19	308665	308820	2	2	0	1	0	59
chr19	308925	311843	2	2	0	1	0	20
chr19	308926	311844	0	0	1	18	1	70
chr19	311940	312190	0	0	1	13	0	74
chr19	312273	313491	0	0	1	11	0	74
chr19	313643	325633	2	2	0	5	0	68
chr19	317163	337941	1	1	0	1	0	42
chr19	324276	324336	1	1	0	0	1	13
chr19	324276	324455	1	1	0	0	1	13
chr19	324276	324516	1	1	0	0	1	13
chr19	325704	326505	2	2	0	1	0	48
chr19	325705	326506	0	0	1	3	0	71
chr19	326156	326443	1	1	0	0	1	58
chr19	326598	327131	2	2	0	6	0	65
chr19	327256	327862	2	2	0	22	1	67
chr19	327990	334399	0	0	1	10	1	53
chr19	334542	343283	2	2	0	1	0	41
chr19	334543	336082	0	0	1	3	0	30
chr19	367225	371204	0	0	1	1	0	72
chr19	373532	373939	0	0	1	1	0	64
chr19	408402	409005	0	0	1	1	0	3
chr19	417322	418921	2	2	0	2	0	68
chr19	417323	418922	0	0	1	6	0	35
chr19	419057	422145	0	0	1	7	0	47
chr19	422380	430683	0	0	1	0	1	3
chr19	422456	425095	2	2	0	3	0	63
chr19	425231	438716	2	2	0	1	0	48
chr19	425232	430683	0	0	1	5	0	64
chr19	429440	429733	2	2	0	1	0	41
chr19	430747	434707	2	2	0	0	1	39
chr19	430748	434708	0	0	1	3	1	38
chr19	434866	436164	0	0	1	2	0	71
chr19	436292	436379	0	0	1	1	6	28
chr19	436431	436628	2	2	0	0	6	51
chr19	436432	436629	0	0	1	0	6	52
chr19	436683	438716	2	2	0	0	7	39
chr19	436684	438717	0	0	1	0	7	38
chr19	438837	438968	2	2	0	1	5	62
chr19	438838	438969	0	0	1	0	5	60
chr19	439030	440860	2	2	0	0	4	60
chr19	439031	440861	0	0	1	2	4	62
chr19	440683	440860	2	2	0	1	0	55
chr19	440933	460528	0	0	1	4	2	62
chr19	441415	441502	2	2	0	1	0	52
chr19	457176	457238	2	2	0	1	0	38
chr19	507845	518888	0	0	1	7	0	35
chr19	513653	513684	2	2	0	1	0	61
chr19	516950	518887	1	1	0	1	0	12
chr19	524743	525019	2	2	0	1	0	69
chr19	524798	524964	2	2	0	0	1	50
chr19	524798	525019	2	2	0	0	1	50
chr19	532109	535836	0	0	1	65	0	75
chr19	534391	534612	2	2	0	0	1	42
chr19	534391	534656	2	2	0	0	1	42
chr19	534391	534700	2	2	0	0	1	42
chr19	534391	534744	2	2	0	0	1	42
chr19	535901	536315	1	1	0	2	0	25
chr19	535923	536241	1	1	0	73	1	71
chr19	536341	537012	0	0	1	59	2	74
chr19	537147	541341	1	1	0	3	0	62
chr19	537148	538677	0	0	1	1	0	4
chr19	537148	541338	0	0	1	70	1	65
chr19	539974	540010	1	1	0	0	1	64
chr19	539974	540086	1	1	0	0	1	64
chr19	540797	540833	1	3	0	0	2	37
chr19	541253	541338	0	0	1	1	0	21
chr19	544127	547279	0	0	1	2	0	64
chr19	547437	548541	0	0	1	5	0	68
chr19	548677	548920	1	1	0	11	1	74
chr19	549186	549629	0	0	1	5	0	59
chr19	562653	567454	2	2	0	1	0	21
chr19	566814	566913	1	1	0	0	1	55
chr19	567625	571439	0	0	1	3	0	61
chr19	567649	571439	0	0	1	1	0	3
chr19	571579	579498	1	1	0	1	0	33
chr19	572701	579498	1	1	0	246	6	75
chr19	572701	580377	1	1	0	2	1	60
chr19	579657	580378	0	0	1	784	17	75
chr19	580461	580644	1	1	0	22	16	61
chr19	580462	580645	0	0	1	470	33	75
chr19	580782	581313	1	1	0	13	16	66
chr19	580783	581314	0	0	1	495	35	75
chr19	581591	582304	1	1	0	485	11	51
chr19	582331	582513	0	0	1	599	11	27
chr19	582582	582748	1	1	0	20	4	68
chr19	582583	582749	0	0	1	544	16	69
chr19	590578	603543	0	0	1	26	0	73
chr19	603101	603179	1	1	0	1	0	27
chr19	603128	603285	1	1	0	1	0	37
chr19	603967	605059	1	1	0	14	0	60
chr19	605222	607962	1	1	0	10	0	74
chr19	608182	610257	1	1	0	11	2	75
chr19	610405	613107	1	1	0	1	0	60
chr19	610406	613247	0	0	1	8	0	69
chr19	613488	613850	1	1	0	4	0	73
chr19	614017	615794	0	0	1	3	0	61
chr19	617323	617417	2	2	0	1	0	42
chr19	617324	617418	0	0	1	17	0	61
chr19	617480	617568	2	2	0	9	0	59
chr19	617655	617775	2	2	0	0	1	13
chr19	617656	617776	0	0	1	4	1	16
chr19	617849	618486	2	2	0	3	1	65
chr19	617850	618487	0	0	1	79	3	75
chr19	617871	618487	0	0	1	4	0	75
chr19	618281	618486	2	2	0	1	0	30
chr19	618587	618704	0	0	1	13	1	15
chr19	618761	618996	0	0	1	18	1	56
chr19	619111	619209	0	0	1	9	1	66
chr19	619297	619585	0	0	1	35	2	72
chr19	619765	619956	2	2	0	1	1	22
chr19	619766	619957	0	0	1	21	3	70
chr19	620080	620363	2	2	0	4	4	64
chr19	620081	620364	0	0	1	35	4	74
chr19	620487	621056	2	2	0	1	3	18
chr19	620488	621057	0	0	1	18	3	68
chr19	621847	622148	0	0	1	30	0	60
chr19	622373	622580	2	2	0	1	0	28
chr19	622374	622581	0	0	1	24	0	73
chr19	622743	622819	2	2	0	2	0	60
chr19	622753	622820	0	0	1	23	1	67
chr19	622871	622966	1	1	0	2	0	29
chr19	622985	623464	2	2	0	1	0	52
chr19	622986	623453	0	0	1	21	0	70
chr19	623604	624718	0	0	1	25	1	66
chr19	624906	625123	0	0	1	21	1	75
chr19	625254	629538	2	2	0	1	1	34
chr19	625255	629539	0	0	1	19	4	73
chr19	630169	632833	0	0	1	32	0	74
chr19	632938	633423	2	2	0	6	1	73
chr19	632939	633199	0	0	1	1	0	8
chr19	632939	633424	0	0	1	14	1	69
chr19	636915	656582	1	1	0	0	1	28
chr19	640139	640546	1	1	0	1	0	17
chr19	640563	643233	1	1	0	1	0	16
chr19	648278	648371	0	0	1	45	0	75
chr19	648487	648880	2	2	0	1	0	28
chr19	648487	648884	2	2	0	1	0	44
chr19	648488	648881	0	0	1	38	0	75
chr19	648581	648884	2	2	0	1	0	31
chr19	648976	649678	0	0	1	21	1	70
chr19	649052	649677	2	2	0	1	0	52
chr19	649748	649818	2	2	0	0	2	44
chr19	649748	650094	2	2	0	0	2	44
chr19	649748	650232	2	2	0	2	6	64
chr19	649749	650233	0	0	1	5	6	63
chr19	650296	651609	2	2	0	0	6	56
chr19	650297	651610	0	0	1	18	7	63
chr19	650297	651691	0	0	1	5	0	55
chr19	651856	652232	0	0	1	32	5	66
chr19	651916	652232	0	0	1	2	0	38
chr19	652296	652824	2	2	0	6	11	60
chr19	652297	652825	0	0	1	6	11	58
chr19	652884	663045	2	2	0	2	11	58
chr19	652885	661355	0	0	1	1	0	13
chr19	652885	663046	0	0	1	10	11	60
chr19	674108	682177	1	1	0	1	0	12
chr19	676527	677791	0	0	1	59	1	62
chr19	677977	680272	1	1	0	6	0	64
chr19	677977	681331	1	1	0	1	0	75
chr19	677977	681648	1	1	0	1	0	64
chr19	678083	681648	1	1	0	1	0	56
chr19	680489	681331	1	1	0	6	0	67
chr19	680879	681331	1	1	0	1	0	28
chr19	681561	681649	0	0	1	24	0	75
chr19	681673	681777	1	1	0	1	0	23
chr19	682265	682288	2	4	0	1	0	69
chr19	685923	686924	0	0	1	2	0	55
chr19	709152	726137	0	0	1	4	0	52
chr19	726190	727007	0	0	1	10	0	52
chr19	727088	727562	1	1	0	17	0	72
chr19	727695	731094	0	0	1	16	1	65
chr19	731245	734171	1	1	0	11	0	55
chr19	734194	736017	1	1	0	13	0	24
chr19	735149	735197	1	1	0	1	0	74
chr19	736078	740350	1	1	0	10	0	60
chr19	736078	746283	1	1	0	3	0	53
chr19	740483	746283	1	1	0	5	0	60
chr19	751171	756888	1	1	0	5	0	55
chr19	758727	759908	0	0	1	24	0	70
chr19	760039	761623	1	1	0	9	0	40
chr19	760039	763499	1	1	0	1	0	32
chr19	761664	763500	0	0	1	27	1	41
chr19	783330	784813	1	1	0	1	0	62
chr19	783330	799411	1	1	0	0	2	31
chr19	783331	784814	0	0	1	3	1	63
chr19	797505	799411	1	1	0	79	6	64
chr19	797505	803559	1	1	0	1	0	40
chr19	799443	803559	1	1	0	95	9	48
chr19	799443	803618	1	1	0	1	0	17
chr19	803636	804034	1	1	0	194	9	75
chr19	803934	804034	1	1	0	1	0	43
chr19	804209	804291	0	0	1	181	6	75
chr19	804438	804530	1	1	0	440	15	75
chr19	804438	804551	1	1	0	2	0	60
chr19	804439	804540	0	0	1	1	0	38
chr19	804702	804827	1	1	0	211	10	74
chr19	804939	805011	1	1	0	674	17	75
chr19	805187	805490	1	1	0	2	128	69
chr19	805187	805511	1	1	0	9	0	58
chr19	805187	806406	1	1	0	17	0	75
chr19	805188	805491	0	0	1	163	129	75
chr19	805188	806407	0	0	1	65	0	75
chr19	805569	806406	1	1	0	12	128	70
chr19	805570	806407	0	0	1	52	129	75
chr19	806556	807867	1	1	0	182	6	35
chr19	806556	808358	1	1	0	10	0	61
chr19	806557	807868	0	0	1	0	1	33
chr19	807902	808358	1	1	0	0	1	33
chr19	807903	808359	0	0	1	215	10	73
chr19	808442	808621	1	3	0	1	0	18
chr19	808452	808544	1	1	0	188	10	75
chr19	808763	810542	0	0	1	602	15	75
chr19	810621	810693	0	0	1	519	17	75
chr19	813896	814433	0	0	1	15	1	69
chr19	814608	814691	0	0	1	6	0	57
chr19	814749	814884	2	2	0	2	0	57
chr19	814750	814885	0	0	1	5	0	50
chr19	815082	815185	0	0	1	5	0	23
chr19	815328	815665	0	0	1	8	2	52
chr19	815852	821484	0	0	1	2	0	41
chr19	821586	821914	0	0	1	2	0	52
chr19	827905	828229	0	0	1	4	0	44
chr19	828387	829561	0	0	1	4	1	48
chr19	828927	828959	1	1	0	0	1	31
chr19	828927	829091	1	1	0	0	1	31
chr19	828927	829124	1	1	0	0	1	31
chr19	829706	830706	1	1	0	22	0	75
chr19	830942	831715	0	0	1	38	1	40
chr19	841070	843460	0	0	1	3	0	70
chr19	843626	843891	1	1	0	9	0	62
chr19	844034	846145	1	1	0	3	0	54
chr19	846378	847798	0	0	1	10	3	75
chr19	852396	852875	0	0	1	22	0	74
chr19	853032	853260	1	1	0	22	0	67
chr19	853403	855562	1	1	0	37	2	75
chr19	855795	855957	0	0	1	25	0	64
chr19	859744	860615	1	1	0	6	0	70
chr19	860774	860860	0	0	1	13	1	63
chr19	861005	861697	1	1	0	81	5	72
chr19	861956	867427	1	1	0	1	0	13
chr19	861957	863091	0	0	1	32	0	70
chr19	868251	868414	2	2	0	1	0	56
chr19	868499	868861	2	2	0	0	7	53
chr19	868500	868862	0	0	1	20	7	73
chr19	868946	871035	2	2	0	0	7	30
chr19	868947	871036	0	0	1	4	8	37
chr19	871253	871924	2	2	0	20	0	65
chr19	872119	873448	0	0	1	12	0	74
chr19	873583	875243	0	0	1	14	1	64
chr19	875455	876973	0	0	1	22	1	75
chr19	877181	879936	0	0	1	11	0	71
chr19	877742	879647	2	2	0	0	1	64
chr19	877928	878151	2	2	0	0	1	53
chr19	877928	878399	2	2	0	0	1	57
chr19	877928	879647	2	2	0	0	1	64
chr19	878332	878399	2	2	0	0	1	57
chr19	878332	879647	2	2	0	0	1	64
chr19	878530	879287	2	2	0	0	1	53
chr19	878822	879647	2	2	0	0	1	64
chr19	879288	879647	2	2	0	1	0	42
chr19	879344	879735	2	4	0	1	0	36
chr19	880149	881558	0	0	1	34	1	68
chr19	881715	884902	0	0	1	21	1	75
chr19	885009	885769	0	0	1	25	1	74
chr19	886202	889637	0	0	1	11	0	67
chr19	886202	890136	0	0	1	3	0	68
chr19	889807	890135	2	2	0	1	0	31
chr19	889808	890136	0	0	1	28	0	70
chr19	890245	890962	0	0	1	40	1	75
chr19	891150	892346	0	0	1	4	0	41
chr19	891150	893085	0	0	1	18	1	72
chr19	891681	891752	2	2	0	0	1	50
chr19	891681	891864	2	2	0	0	1	50
chr19	891791	891864	2	2	0	0	1	50
chr19	897540	899438	2	2	0	18	2	57
chr19	899496	899600	0	0	1	18	1	59
chr19	899686	900059	2	2	0	1	0	12
chr19	899687	900060	0	0	1	12	0	29
chr19	900147	900828	0	0	1	25	3	74
chr19	900953	901421	0	0	1	31	2	73
chr19	901546	901974	2	2	0	22	0	67
chr19	902130	913085	2	2	0	12	1	65
chr19	902131	902241	0	0	1	8	0	64
chr19	902435	902518	0	0	1	2	0	75
chr19	902627	913085	2	2	0	1	0	28
chr19	917746	918542	1	1	0	2	0	73
chr19	918669	919489	0	0	1	6	2	72
chr19	919626	919873	0	0	1	3	2	72
chr19	919626	920289	0	0	1	1	0	53
chr19	924724	926014	2	2	0	1	0	31
chr19	924724	932723	2	2	0	2	0	53
chr19	925157	929260	1	1	0	1	0	25
chr19	925159	929260	1	1	0	2	0	48
chr19	925921	929261	0	0	1	6	0	62
chr19	926060	929261	0	0	1	0	1	3
chr19	926198	929261	0	0	1	5	1	57
chr19	929897	932417	0	0	1	28	0	74
chr19	932742	960090	1	1	0	18	0	72
chr19	941539	960090	1	1	0	1	0	47
chr19	943971	944147	2	2	0	0	1	63
chr19	950250	950394	1	3	0	1	1	49
chr19	960165	964247	0	0	1	27	2	75
chr19	961940	964246	1	1	0	3	0	63
chr19	964431	964831	1	1	0	52	0	66
chr19	965080	966570	1	1	0	71	0	73
chr19	965080	968403	1	1	0	2	0	31
chr19	965081	966571	0	0	1	1	0	31
chr19	965409	1014453	2	2	0	1	0	17
chr19	966868	968403	1	1	0	76	0	75
chr19	968504	971877	0	0	1	60	2	70
chr19	984187	985864	0	0	1	4	0	75
chr19	984563	985863	1	1	0	2	6	36
chr19	984564	985864	0	0	1	47	8	75
chr19	985975	986134	1	1	0	2	0	37
chr19	985975	989760	1	1	0	1	6	43
